,domino_num,time,start_point,end_point,angle
177,0,0.455,"(89, 217)","(62, 305)",73.42599224309102
178,0,0.455,"(87, 227)","(62, 305)",72.80145877993414
179,0,0.457,"(74, 268)","(60, 305)",70.42687416958981
180,0,0.458,"(87, 232)","(61, 305)",70.55996517182382
181,0,0.459,"(77, 263)","(60, 305)",68.8752808539275
182,0,0.459,"(87, 231)","(60, 305)",70.01689347810003
183,0,0.46,"(93, 215)","(61, 305)",70.59402924599883
184,0,0.461,"(93, 214)","(63, 305)",71.81095430034868
185,0,0.461,"(82, 245)","(62, 305)",71.87813975209865
186,0,0.462,"(82, 249)","(61, 305)",69.90476880809518
187,0,0.463,"(89, 230)","(61, 305)",69.77514056883193
188,0,0.463,"(93, 216)","(60, 305)",69.96278983080703
189,0,0.464,"(93, 216)","(62, 305)",71.05349531049094
190,0,0.464,"(93, 215)","(61, 305)",70.76932762433871
191,0,0.465,"(89, 227)","(62, 305)",71.05349531049094
192,0,0.466,"(90, 228)","(61, 305)",69.7024302277713
193,0,0.466,"(74, 270)","(60, 305)",69.44395478041653
194,0,0.467,"(89, 229)","(61, 305)",70.25316339457389
195,0,0.468,"(90, 227)","(60, 305)",69.17910714668918
196,0,0.468,"(89, 232)","(61, 305)",69.19320898728877
197,0,0.469,"(90, 228)","(61, 305)",69.44395478041653
198,0,0.469,"(80, 257)","(61, 305)",69.27444113443946
199,0,0.469,"(87, 238)","(59, 305)",67.89055165624833
200,0,0.47,"(90, 227)","(63, 305)",71.24134965215777
201,0,0.47,"(81, 251)","(61, 305)",70.42687416958981
202,0,0.47,"(83, 246)","(63, 305)",71.56505117707799
203,0,0.471,"(90, 229)","(60, 305)",68.83874018317172
204,0,0.471,"(77, 266)","(59, 305)",66.03751102542182
205,0,0.472,"(100, 203)","(60, 305)",68.96248897457819
206,0,0.473,"(95, 217)","(61, 305)",68.96248897457819
207,0,0.474,"(92, 225)","(60, 305)",68.62937773065681
208,0,0.474,"(89, 235)","(60, 305)",67.83365417791754
209,0,0.475,"(99, 206)","(63, 305)",70.42687416958981
210,0,0.475,"(89, 232)","(62, 305)",70.20112364547508
211,0,0.475,"(79, 258)","(61, 305)",69.44395478041653
212,0,0.476,"(94, 221)","(60, 305)",68.4286928087454
213,0,0.476,"(94, 220)","(60, 305)",68.19859051364818
214,0,0.477,"(79, 261)","(59, 305)",66.29735404903377
215,0,0.477,"(99, 204)","(63, 305)",70.40771810894847
216,0,0.478,"(101, 203)","(61, 305)",68.69421638217123
217,0,0.478,"(86, 243)","(62, 305)",68.96248897457819
218,0,0.479,"(101, 204)","(61, 305)",68.7203955723046
219,0,0.479,"(87, 241)","(62, 305)",69.07549825507884
220,0,0.48,"(93, 226)","(61, 305)",67.96377305985456
221,0,0.481,"(94, 224)","(61, 305)",68.19859051364818
222,0,0.482,"(102, 203)","(62, 305)",68.64901975234642
223,0,0.483,"(90, 235)","(62, 305)",68.80594351845772
224,0,0.483,"(83, 252)","(61, 305)",67.79652146794261
225,0,0.484,"(81, 256)","(61, 305)",67.96377305985456
226,0,0.484,"(102, 204)","(62, 305)",68.66314070819435
227,0,0.485,"(101, 206)","(63, 305)",69.07549825507884
228,0,0.485,"(76, 269)","(62, 305)",68.83874018317172
229,0,0.486,"(93, 231)","(60, 305)",66.17573941710458
230,0,0.486,"(99, 216)","(59, 305)",66.29735404903377
231,0,0.487,"(94, 228)","(61, 305)",67.09423034158281
232,0,0.487,"(82, 256)","(60, 305)",66.64443514071401
233,0,0.488,"(95, 227)","(60, 305)",66.32946151527955
234,0,0.488,"(89, 243)","(61, 305)",66.29735404903377
235,0,0.489,"(89, 240)","(62, 305)",67.45693899994212
236,0,0.489,"(100, 213)","(63, 305)",68.19859051364818
237,0,0.49,"(96, 224)","(61, 305)",67.22962109123779
238,0,0.49,"(82, 256)","(61, 305)",67.10944834375167
239,0,0.491,"(96, 224)","(62, 305)",67.4258619213518
240,0,0.492,"(77, 271)","(59, 305)",62.7004277886672
241,0,0.492,"(99, 216)","(63, 305)",68.45902408146156
242,0,0.493,"(100, 217)","(61, 305)",66.2796044276954
243,0,0.493,"(87, 249)","(61, 305)",65.22485943116808
244,0,0.494,"(100, 217)","(60, 305)",65.9797532027351
245,0,0.494,"(94, 233)","(62, 305)",66.19405648154229
246,0,0.495,"(90, 240)","(62, 305)",67.10944834375167
247,0,0.495,"(80, 266)","(59, 305)",62.74467162505693
248,0,0.496,"(87, 251)","(60, 305)",64.25929164376716
249,0,0.497,"(88, 246)","(62, 305)",66.80140948635182
250,0,0.497,"(88, 247)","(63, 305)",66.80140948635182
251,0,0.498,"(97, 228)","(61, 305)",65.17945866451092
252,0,0.499,"(81, 262)","(61, 305)",65.72555886556054
253,0,0.499,"(101, 217)","(63, 305)",67.10944834375167
254,0,0.5,"(97, 229)","(61, 305)",65.22485943116808
255,0,0.501,"(97, 230)","(61, 305)",64.75947073521321
256,0,0.501,"(78, 269)","(61, 305)",64.98310652189998
257,0,0.502,"(78, 270)","(61, 305)",64.98310652189998
258,0,0.502,"(89, 247)","(62, 305)",65.77225468204584
259,0,0.503,"(79, 267)","(61, 305)",65.55604521958347
260,0,0.503,"(90, 244)","(63, 305)",66.29735404903377
261,0,0.504,"(90, 249)","(59, 305)",61.69924423399362
262,0,0.504,"(95, 238)","(58, 305)",61.606980578617005
263,0,0.505,"(103, 217)","(63, 305)",65.87901688055742
264,0,0.506,"(99, 229)","(61, 305)",63.76806006684338
265,0,0.507,"(98, 232)","(61, 305)",63.13018691250094
266,0,0.508,"(100, 228)","(61, 305)",63.43494882292202
267,0,0.508,"(99, 229)","(61, 305)",63.43494882292202
268,0,0.509,"(100, 230)","(60, 305)",62.447188423282206
269,0,0.509,"(96, 238)","(62, 305)",63.43494882292202
270,0,0.51,"(87, 253)","(61, 305)",64.20397350550006
271,0,0.51,"(100, 229)","(62, 305)",63.924644416051244
272,0,0.511,"(99, 233)","(62, 305)",62.83501494266807
273,0,0.511,"(99, 232)","(60, 305)",62.474774256255664
274,0,0.512,"(99, 234)","(61, 305)",61.975499467929744
275,0,0.512,"(82, 212)","(57, 305)",75.32360686254998
276,0,0.512,"(104, 223)","(60, 305)",62.10272896905237
277,0,0.513,"(108, 216)","(62, 305)",62.72323661688632
278,0,0.514,"(105, 222)","(60, 305)",62.03776779562563
279,0,0.514,"(101, 232)","(62, 305)",62.35402463626132
280,0,0.515,"(108, 216)","(62, 305)",62.89187712919823
281,0,0.515,"(108, 217)","(63, 305)",62.96913974015701
282,0,0.516,"(101, 231)","(60, 305)",61.13284053048539
283,0,0.517,"(102, 230)","(61, 305)",61.750264505025726
284,0,0.518,"(105, 224)","(60, 305)",61.38954033403479
285,0,0.518,"(101, 234)","(60, 305)",60.25511870305777
286,0,0.519,"(103, 229)","(61, 305)",61.26020470831195
287,0,0.519,"(100, 236)","(61, 305)",60.751173663453024
288,0,0.519,"(86, 262)","(61, 305)",60.25511870305777
289,0,0.52,"(101, 235)","(59, 305)",59.381394591090604
290,0,0.521,"(105, 226)","(62, 305)",61.741970385293115
291,0,0.521,"(80, 270)","(61, 305)",62.78388844269252
292,0,0.521,"(83, 215)","(60, 305)",75.96375653207353
293,0,0.521,"(90, 253)","(62, 305)",61.92751306414704
294,0,0.522,"(104, 229)","(62, 305)",61.63095370672142
295,0,0.522,"(90, 254)","(62, 305)",62.02052561151985
296,0,0.523,"(104, 230)","(60, 305)",59.93141717813756
297,0,0.524,"(108, 225)","(61, 305)",59.95863607372088
298,0,0.524,"(90, 258)","(61, 305)",59.03624346792648
299,0,0.525,"(104, 232)","(62, 305)",60.17291534552527
300,0,0.526,"(105, 230)","(60, 305)",59.281095735970815
301,0,0.526,"(104, 233)","(60, 305)",59.03624346792648
302,0,0.527,"(87, 263)","(61, 305)",58.706961004079815
303,0,0.527,"(105, 231)","(60, 305)",59.145795494103
304,0,0.528,"(97, 245)","(61, 305)",59.34933204294713
305,0,0.528,"(87, 263)","(62, 305)",59.85861444792466
306,0,0.529,"(105, 234)","(60, 305)",58.134022306396325
307,0,0.53,"(103, 237)","(60, 305)",58.06931789628218
308,0,0.53,"(112, 222)","(60, 305)",58.29857033049428
309,0,0.531,"(87, 265)","(60, 305)",56.853004167744004
310,0,0.531,"(98, 247)","(60, 305)",56.97613244420336
311,0,0.532,"(111, 224)","(61, 305)",58.79948539601937
312,0,0.533,"(87, 266)","(58, 305)",54.21102654081667
313,0,0.533,"(98, 245)","(62, 305)",59.47029410006588
314,0,0.534,"(105, 237)","(60, 305)",57.00229489878371
315,0,0.534,"(112, 226)","(59, 305)",56.309932474020215
316,0,0.535,"(89, 260)","(63, 305)",60.25511870305777
317,0,0.536,"(107, 233)","(60, 305)",57.30053887899809
318,0,0.536,"(106, 236)","(61, 305)",56.915147071265025
319,0,0.537,"(114, 221)","(61, 305)",58.172553423326896
320,0,0.537,"(109, 231)","(62, 305)",57.84770485871766
321,0,0.538,"(97, 252)","(59, 305)",55.00797980144134
322,0,0.538,"(105, 238)","(59, 305)",56.04094018032373
323,0,0.539,"(113, 225)","(61, 305)",57.264773727892404
324,0,0.54,"(106, 238)","(59, 305)",55.24408744645863
325,0,0.54,"(103, 244)","(61, 305)",55.619655276155136
326,0,0.541,"(116, 225)","(59, 305)",54.92624550665171
327,0,0.541,"(85, 271)","(60, 305)",54.21102654081667
328,0,0.542,"(117, 222)","(61, 305)",56.02345596374314
329,0,0.542,"(84, 270)","(60, 305)",56.309932474020215
330,0,0.543,"(99, 250)","(61, 305)",55.885527054658745
331,0,0.543,"(94, 256)","(62, 305)",57.03059609653788
332,0,0.544,"(96, 254)","(61, 305)",55.65390259993849
333,0,0.544,"(97, 253)","(62, 305)",56.309932474020215
334,0,0.545,"(104, 246)","(59, 305)",53.13010235415598
335,0,0.545,"(106, 243)","(58, 305)",52.69605172201657
336,0,0.546,"(109, 238)","(61, 305)",54.84582236785257
337,0,0.546,"(100, 250)","(60, 305)",54.56668598971442
338,0,0.547,"(121, 221)","(60, 305)",54.293308599397115
339,0,0.547,"(112, 235)","(60, 305)",53.74616226255521
340,0,0.548,"(121, 220)","(63, 305)",55.885527054658745
341,0,0.548,"(93, 259)","(62, 305)",56.63363399894044
342,0,0.548,"(94, 258)","(63, 305)",57.094757077012105
343,0,0.549,"(112, 237)","(60, 305)",53.13010235415598
344,0,0.549,"(122, 222)","(59, 305)",53.13010235415598
345,0,0.55,"(113, 234)","(61, 305)",54.05788812861766
346,0,0.55,"(111, 238)","(62, 305)",53.901716032892
347,0,0.551,"(86, 271)","(61, 305)",54.16234704572171
348,0,0.552,"(95, 258)","(61, 305)",54.46232220802562
349,0,0.552,"(122, 223)","(62, 305)",54.07149757717716
350,0,0.553,"(117, 232)","(59, 305)",51.654425046006594
351,0,0.553,"(99, 257)","(60, 305)",51.519801751656985
352,0,0.554,"(111, 241)","(61, 305)",52.06672971640108
353,0,0.554,"(111, 240)","(60, 305)",52.20605700138328
354,0,0.555,"(115, 234)","(61, 305)",52.9893267663969
355,0,0.555,"(102, 251)","(61, 305)",52.815293546766874
356,0,0.556,"(103, 250)","(62, 305)",53.49855887949368
357,0,0.557,"(105, 248)","(61, 305)",52.66680426181418
358,0,0.557,"(122, 227)","(62, 305)",52.59464336859145
359,0,0.558,"(123, 224)","(61, 305)",53.017093073655325
360,0,0.558,"(96, 259)","(61, 305)",52.73359809902286
361,0,0.558,"(114, 237)","(62, 305)",52.90716270295846
362,0,0.559,"(97, 258)","(61, 305)",52.94347181059042
363,0,0.559,"(124, 223)","(63, 305)",53.569141879837645
364,0,0.56,"(96, 259)","(62, 305)",53.901716032892
365,0,0.56,"(119, 231)","(61, 305)",52.37376636133022
366,0,0.561,"(120, 231)","(61, 305)",51.59673829789422
367,0,0.561,"(88, 270)","(60, 305)",52.25319461272534
368,0,0.562,"(114, 239)","(61, 305)",51.241914347415054
369,0,0.562,"(94, 265)","(61, 305)",51.14662565964667
370,0,0.563,"(97, 259)","(61, 305)",52.20605700138328
371,0,0.563,"(107, 248)","(62, 305)",51.927218126009166
372,0,0.564,"(120, 232)","(60, 305)",50.792796495032164
373,0,0.564,"(113, 242)","(61, 305)",50.77432590266328
374,0,0.565,"(100, 256)","(62, 305)",52.305759533310834
375,0,0.566,"(104, 252)","(62, 305)",51.63251461513847
376,0,0.567,"(127, 225)","(58, 305)",49.513988458001265
377,0,0.567,"(109, 248)","(59, 305)",49.08561677997487
378,0,0.568,"(93, 265)","(61, 305)",51.66665989090137
379,0,0.568,"(101, 256)","(62, 305)",51.84277341263094
380,0,0.569,"(118, 237)","(61, 305)",50.02907358178545
381,0,0.569,"(122, 232)","(60, 305)",49.68589983950271
382,0,0.57,"(112, 246)","(60, 305)",48.94518622903756
383,0,0.57,"(118, 238)","(60, 305)",49.18491612511842
384,0,0.571,"(103, 255)","(60, 305)",49.720136931043555
385,0,0.571,"(113, 243)","(62, 305)",50.71059313749964
386,0,0.572,"(102, 257)","(62, 305)",50.648247373735266
387,0,0.572,"(99, 259)","(61, 305)",51.170175095029606
388,0,0.573,"(122, 234)","(60, 305)",49.08561677997487
389,0,0.573,"(118, 240)","(61, 305)",48.81407483429036
390,0,0.574,"(128, 229)","(59, 305)",48.01278750418334
391,0,0.575,"(131, 223)","(62, 305)",50.26769712804423
392,0,0.575,"(98, 262)","(61, 305)",49.899092453787766
393,0,0.575,"(118, 240)","(62, 305)",49.53777250790665
394,0,0.576,"(122, 236)","(60, 305)",48.25722194066696
395,0,0.576,"(92, 269)","(59, 305)",47.91083782616775
396,0,0.577,"(122, 236)","(61, 305)",48.97249594075066
397,0,0.577,"(97, 264)","(60, 305)",48.57633437499735
398,0,0.577,"(129, 229)","(62, 305)",48.91824886406737
399,0,0.578,"(131, 226)","(62, 305)",49.236394799058836
400,0,0.579,"(120, 240)","(61, 305)",48.15484286479198
401,0,0.58,"(129, 230)","(61, 305)",47.96823402987172
402,0,0.581,"(99, 263)","(61, 305)",48.270487923183566
403,0,0.582,"(130, 232)","(59, 305)",46.005086005254185
404,0,0.583,"(122, 240)","(61, 305)",47.152962789100464
405,0,0.583,"(100, 263)","(60, 305)",46.88818800674093
406,0,0.585,"(131, 231)","(61, 305)",46.921955958931434
407,0,0.585,"(128, 235)","(61, 305)",46.548157698977974
408,0,0.586,"(114, 251)","(60, 305)",45.0
409,0,0.587,"(125, 240)","(58, 305)",44.432733590142064
410,0,0.588,"(117, 249)","(58, 305)",43.60281897270362
411,0,0.588,"(110, 256)","(59, 305)",43.93908830973577
412,0,0.589,"(126, 240)","(57, 305)",43.6251652194306
413,0,0.589,"(118, 248)","(58, 305)",43.93908830973577
414,0,0.59,"(127, 240)","(59, 305)",43.76359239714386
415,0,0.591,"(126, 240)","(58, 305)",43.86182299251182
416,0,0.591,"(110, 256)","(59, 305)",44.35625428582462
417,0,0.592,"(114, 252)","(59, 305)",44.40934278535333
418,0,0.592,"(130, 236)","(58, 305)",44.028978068920836
419,0,0.593,"(127, 240)","(59, 305)",44.060809054264425
420,0,0.593,"(82, 284)","(60, 305)",44.060809054264425
421,0,0.594,"(110, 257)","(58, 305)",43.21008939175393
422,0,0.594,"(130, 240)","(60, 305)",42.96908576314689
423,0,0.595,"(129, 240)","(61, 305)",43.75463573323166
424,0,0.595,"(98, 268)","(59, 305)",44.028978068920836
425,0,0.597,"(136, 232)","(63, 305)",45.0
426,0,0.598,"(116, 254)","(57, 305)",40.85537625889571
427,0,0.599,"(93, 274)","(61, 305)",44.19307054489763
428,0,0.599,"(135, 234)","(64, 305)",45.0
429,0,0.6,"(138, 234)","(61, 305)",42.70938995736147
430,0,0.601,"(92, 276)","(61, 305)",43.21008939175393
431,0,0.601,"(137, 234)","(62, 305)",43.66778014613036
432,0,0.602,"(101, 268)","(62, 305)",43.75463573323166
433,0,0.603,"(99, 271)","(59, 305)",40.60129464500447
434,0,0.604,"(108, 262)","(62, 305)",43.191260677507934
435,0,0.604,"(109, 262)","(62, 305)",42.87890360333855
436,0,0.605,"(105, 265)","(62, 305)",43.025065989118026
437,0,0.606,"(141, 233)","(61, 305)",42.101423200718294
438,0,0.606,"(119, 254)","(63, 305)",42.46644111160543
439,0,0.607,"(119, 255)","(59, 305)",39.89783474764182
440,0,0.607,"(114, 260)","(60, 305)",40.0302592718897
441,0,0.608,"(121, 255)","(57, 305)",38.21102542556121
442,0,0.609,"(140, 237)","(61, 305)",40.85537625889571
443,0,0.609,"(99, 272)","(60, 305)",40.91438322002513
444,0,0.61,"(137, 240)","(62, 305)",40.985824304588974
445,0,0.61,"(110, 263)","(61, 305)",40.71084667118098
446,0,0.611,"(112, 262)","(62, 305)",40.91438322002513
447,0,0.611,"(130, 247)","(62, 305)",40.85537625889571
448,0,0.612,"(103, 271)","(59, 305)",38.01894259317021
449,0,0.612,"(118, 259)","(57, 305)",37.40535663140855
