,domino_num,time,start_point,end_point,angle
39,0,0.369,"(57, 249)","(38, 299)",69.44395478041653
40,0,0.374,"(57, 255)","(35, 299)",63.43494882292202
41,0,0.379,"(63, 244)","(41, 299)",68.19859051364818
42,0,0.385,"(65, 243)","(40, 299)",66.31791227546155
43,0,0.386,"(61, 252)","(39, 299)",64.91640599380908
44,0,0.387,"(71, 229)","(40, 299)",66.21796957677863
45,0,0.388,"(60, 255)","(39, 299)",64.98310652189998
46,0,0.388,"(64, 250)","(37, 299)",61.29404745659892
47,0,0.389,"(80, 211)","(40, 299)",65.89776549883887
48,0,0.39,"(61, 256)","(37, 299)",60.94539590092286
49,0,0.393,"(60, 258)","(40, 299)",64.5366549381284
50,0,0.395,"(69, 242)","(40, 299)",63.43494882292202
51,0,0.396,"(61, 256)","(40, 299)",63.99665415548856
52,0,0.399,"(72, 240)","(39, 299)",61.0490047925332
53,0,0.4,"(80, 222)","(40, 299)",63.0723221489595
54,0,0.401,"(69, 245)","(40, 299)",61.92751306414704
55,0,0.403,"(82, 224)","(38, 299)",59.93141717813756
56,0,0.404,"(60, 261)","(40, 299)",62.24145939893998
57,0,0.407,"(82, 223)","(39, 299)",60.70863782901574
58,0,0.408,"(70, 245)","(38, 299)",59.82647997035567
59,0,0.414,"(78, 234)","(40, 299)",60.124007308310574
60,0,0.414,"(62, 260)","(39, 299)",59.85861444792466
61,0,0.415,"(73, 245)","(39, 299)",58.3924977537511
62,0,0.415,"(72, 246)","(39, 299)",58.2405199151872
63,0,0.416,"(79, 235)","(39, 299)",58.3924977537511
64,0,0.417,"(85, 223)","(40, 299)",59.743562836470744
65,0,0.42,"(73, 246)","(40, 299)",58.81502534126161
66,0,0.421,"(87, 226)","(39, 299)",56.86439045128113
67,0,0.424,"(74, 244)","(39, 299)",57.68038349181982
68,0,0.424,"(88, 223)","(40, 299)",57.77124256490144
69,0,0.425,"(89, 223)","(40, 299)",57.40741852740074
70,0,0.426,"(88, 224)","(39, 299)",56.915147071265025
71,0,0.427,"(87, 229)","(38, 299)",55.34868408799547
72,0,0.427,"(72, 252)","(39, 299)",55.12467165539782
73,0,0.428,"(89, 225)","(39, 299)",55.95406264339834
74,0,0.428,"(73, 251)","(39, 299)",55.22216863363612
75,0,0.429,"(89, 225)","(39, 299)",56.10383343663609
76,0,0.431,"(98, 212)","(40, 299)",56.309932474020215
77,0,0.431,"(84, 232)","(37, 299)",55.4914770123316
78,0,0.432,"(73, 251)","(39, 299)",55.12467165539782
79,0,0.433,"(72, 252)","(39, 299)",55.4914770123316
80,0,0.434,"(78, 244)","(39, 299)",54.727578551401606
81,0,0.435,"(83, 235)","(40, 299)",56.611486423888486
82,0,0.436,"(85, 234)","(40, 299)",55.90502204523445
83,0,0.438,"(74, 251)","(40, 299)",54.782407031807296
84,0,0.439,"(84, 236)","(39, 299)",54.68878656036681
85,0,0.439,"(80, 243)","(39, 299)",54.32359177813802
86,0,0.44,"(97, 219)","(40, 299)",54.887988815577806
87,0,0.44,"(68, 259)","(39, 299)",54.293308599397115
88,0,0.441,"(67, 261)","(39, 299)",53.74616226255521
89,0,0.442,"(88, 232)","(39, 299)",54.360190801913326
90,0,0.443,"(104, 214)","(37, 299)",52.1250163489018
91,0,0.445,"(84, 242)","(36, 299)",50.355825042855194
92,0,0.445,"(72, 258)","(37, 299)",50.01311375503581
93,0,0.446,"(82, 243)","(40, 299)",53.569141879837645
94,0,0.447,"(81, 244)","(40, 299)",53.569141879837645
95,0,0.448,"(94, 230)","(39, 299)",51.54629078329403
96,0,0.449,"(75, 254)","(40, 299)",52.22431569404534
97,0,0.45,"(90, 234)","(39, 299)",52.38604315126727
98,0,0.45,"(84, 243)","(39, 299)",51.84277341263094
99,0,0.452,"(96, 230)","(38, 299)",50.11731484997264
100,0,0.453,"(95, 231)","(36, 299)",49.513988458001265
101,0,0.454,"(109, 216)","(37, 299)",49.253836436119194
102,0,0.455,"(80, 249)","(38, 299)",50.19442890773481
103,0,0.456,"(109, 216)","(37, 299)",49.1446237411043
104,0,0.456,"(109, 218)","(38, 299)",48.81407483429036
105,0,0.458,"(105, 222)","(37, 299)",48.71528910542877
106,0,0.459,"(109, 218)","(35, 299)",47.66300076606714
107,0,0.46,"(92, 236)","(39, 299)",49.99374398582339
108,0,0.46,"(87, 243)","(39, 299)",49.82076607809265
109,0,0.461,"(93, 235)","(40, 299)",50.826342029555775
110,0,0.463,"(79, 254)","(36, 299)",46.50743575877497
111,0,0.464,"(84, 247)","(38, 299)",49.0444855741811
112,0,0.465,"(106, 226)","(36, 299)",46.59114027119459
113,0,0.466,"(107, 226)","(34, 299)",45.0
114,0,0.467,"(91, 239)","(39, 299)",49.60009566626328
115,0,0.467,"(111, 218)","(39, 299)",48.731396999160445
116,0,0.468,"(80, 255)","(38, 299)",46.78991060824607
117,0,0.469,"(84, 249)","(38, 299)",47.862405226111754
118,0,0.47,"(108, 226)","(39, 299)",46.97493401088198
119,0,0.47,"(97, 236)","(41, 299)",48.366460663429805
120,0,0.471,"(80, 256)","(37, 299)",45.0
121,0,0.471,"(110, 224)","(35, 299)",45.0
122,0,0.472,"(113, 218)","(38, 299)",47.24574256589507
123,0,0.473,"(86, 248)","(39, 299)",47.72631099390627
124,0,0.474,"(80, 256)","(38, 299)",45.97102193107917
125,0,0.475,"(114, 218)","(39, 299)",47.202598161765806
126,0,0.475,"(77, 257)","(37, 299)",46.73570458892839
127,0,0.476,"(108, 226)","(39, 299)",46.90915243299638
128,0,0.477,"(82, 255)","(38, 299)",45.0
129,0,0.478,"(101, 236)","(38, 299)",45.0
130,0,0.479,"(113, 223)","(37, 299)",45.0
131,0,0.481,"(94, 240)","(38, 299)",46.90915243299638
132,0,0.482,"(95, 240)","(38, 299)",46.02303018866783
133,0,0.482,"(92, 245)","(39, 299)",45.85509739626673
134,0,0.485,"(104, 232)","(38, 299)",45.868051449745536
135,0,0.485,"(66, 272)","(37, 299)",43.025065989118026
136,0,0.487,"(83, 253)","(40, 299)",46.97493401088198
137,0,0.488,"(113, 226)","(37, 299)",44.09061955080086
138,0,0.489,"(96, 240)","(39, 299)",46.2188752351313
139,0,0.49,"(80, 256)","(39, 299)",46.68468431789629
140,0,0.492,"(93, 244)","(39, 299)",45.54565759341572
141,0,0.493,"(88, 249)","(39, 299)",45.763898460929994
142,0,0.494,"(107, 231)","(37, 299)",44.3259631020155
143,0,0.495,"(114, 225)","(37, 299)",44.22577983507194
144,0,0.496,"(71, 267)","(37, 299)",44.09061955080086
145,0,0.498,"(84, 253)","(38, 299)",45.0
146,0,0.5,"(94, 245)","(40, 299)",45.0
147,0,0.5,"(86, 252)","(37, 299)",44.29268063145574
148,0,0.501,"(77, 262)","(38, 299)",44.028978068920836
149,0,0.502,"(117, 227)","(38, 299)",42.357454705935275
150,0,0.502,"(72, 269)","(37, 299)",40.73210669970919
151,0,0.502,"(97, 243)","(41, 299)",45.0
152,0,0.504,"(99, 241)","(41, 299)",45.0
153,0,0.505,"(87, 253)","(41, 299)",45.0
154,0,0.506,"(99, 244)","(35, 299)",40.91438322002513
155,0,0.508,"(118, 229)","(36, 299)",40.763605200941164
156,0,0.509,"(86, 255)","(38, 299)",42.76882539196875
157,0,0.511,"(96, 248)","(35, 299)",40.236358309273825
158,0,0.511,"(111, 235)","(35, 299)",40.155999624919325
159,0,0.512,"(85, 256)","(37, 299)",41.905941941082894
160,0,0.513,"(71, 271)","(40, 299)",42.18444331578877
161,0,0.513,"(88, 255)","(39, 299)",41.987212495816664
162,0,0.514,"(84, 256)","(41, 299)",45.0
163,0,0.515,"(85, 256)","(39, 299)",43.21008939175393
164,0,0.517,"(88, 255)","(40, 299)",42.87890360333855
165,0,0.517,"(86, 255)","(40, 299)",44.09061955080086
166,0,0.518,"(87, 256)","(37, 299)",41.08175113593263
167,0,0.519,"(102, 245)","(37, 299)",40.135485562239474
168,0,0.521,"(102, 243)","(38, 299)",41.32550047917034
169,0,0.522,"(90, 255)","(37, 299)",39.936383146969916
170,0,0.524,"(82, 260)","(38, 299)",41.6335393365702
171,0,0.525,"(119, 231)","(37, 299)",39.8055710922652
172,0,0.526,"(96, 249)","(36, 299)",40.0302592718897
173,0,0.529,"(87, 258)","(36, 299)",39.28940686250036
174,0,0.53,"(85, 259)","(35, 299)",38.884496433714595
175,0,0.531,"(84, 258)","(36, 299)",41.08175113593263
176,0,0.532,"(81, 261)","(38, 299)",41.6335393365702
177,0,0.533,"(89, 257)","(36, 299)",38.829824904970394
178,0,0.534,"(91, 255)","(36, 299)",38.8113840367584
179,0,0.535,"(89, 256)","(37, 299)",39.8055710922652
180,0,0.537,"(84, 259)","(38, 299)",41.18592516570965
181,0,0.537,"(90, 256)","(38, 299)",39.95754893082909
182,0,0.538,"(89, 257)","(36, 299)",38.79655209830817
183,0,0.539,"(88, 258)","(37, 299)",38.853374340353334
184,0,0.54,"(75, 270)","(33, 299)",35.21759296819272
185,0,0.542,"(94, 254)","(36, 299)",38.25442035251718
186,0,0.543,"(88, 257)","(38, 299)",40.46222749209335
187,0,0.545,"(90, 256)","(38, 299)",39.8055710922652
188,0,0.548,"(84, 261)","(36, 299)",38.853374340353334
189,0,0.55,"(89, 257)","(37, 299)",39.20720350496784
190,0,0.551,"(91, 257)","(39, 299)",39.28940686250036
191,0,0.553,"(88, 259)","(37, 299)",38.29016319224307
192,0,0.554,"(94, 255)","(33, 299)",35.83765295427829
193,0,0.555,"(90, 258)","(36, 299)",37.568592028827496
194,0,0.556,"(100, 249)","(36, 299)",38.21102542556121
195,0,0.556,"(99, 252)","(37, 299)",37.26640190097714
196,0,0.557,"(106, 245)","(38, 299)",38.853374340353334
197,0,0.558,"(77, 267)","(38, 299)",39.95754893082909
198,0,0.559,"(95, 255)","(36, 299)",37.0730733173104
199,0,0.56,"(79, 267)","(35, 299)",36.573030978519334
200,0,0.561,"(101, 250)","(36, 299)",37.042474773082866
201,0,0.561,"(95, 255)","(36, 299)",37.05652818940958
202,0,0.562,"(104, 248)","(37, 299)",37.33319573818582
203,0,0.563,"(87, 261)","(37, 299)",37.30394827798343
204,0,0.564,"(71, 273)","(33, 299)",34.99202019855866
205,0,0.565,"(84, 262)","(37, 299)",38.659808254090095
206,0,0.569,"(87, 261)","(37, 299)",37.34934904464059
207,0,0.571,"(90, 258)","(39, 299)",39.28940686250036
208,0,0.576,"(89, 260)","(37, 299)",37.14668669802178
209,0,0.576,"(85, 262)","(35, 299)",36.634113875967415
210,0,0.577,"(78, 269)","(36, 299)",36.02737338510361
211,0,0.579,"(86, 263)","(36, 299)",36.25383773744479
212,0,0.581,"(93, 256)","(40, 299)",39.14398641457104
213,0,0.591,"(83, 263)","(39, 299)",39.64417495714481
214,0,0.593,"(76, 270)","(34, 299)",35.09581678702612
215,0,0.598,"(93, 256)","(36, 299)",37.26640190097714
216,0,0.612,"(102, 252)","(36, 299)",35.639809198086674
217,0,0.612,"(102, 253)","(37, 299)",35.36246188706905
218,0,0.615,"(87, 263)","(36, 299)",35.67640822186198
219,0,0.618,"(73, 274)","(36, 299)",34.04593735660166
220,0,0.618,"(92, 261)","(33, 299)",32.82854179141253
221,0,0.628,"(86, 264)","(34, 299)",34.11447294534126
222,0,0.634,"(104, 253)","(35, 299)",33.8869594640517
223,0,0.639,"(104, 253)","(36, 299)",34.07719528013074
224,0,0.643,"(110, 249)","(36, 299)",34.135940077912274
225,0,0.643,"(92, 260)","(34, 299)",34.04593735660166
226,0,0.645,"(89, 262)","(36, 299)",35.21759296819272
227,0,0.675,"(81, 269)","(33, 299)",32.27564431457763
228,0,0.676,"(89, 263)","(34, 299)",33.690067525979785
229,0,0.68,"(85, 264)","(37, 299)",36.25383773744479
230,0,0.689,"(410, 221)","(39, 299)",11.888658039627975
231,0,0.69,"(86, 264)","(36, 299)",35.21759296819272
232,0,0.695,"(390, 227)","(40, 299)",11.633633998940436
233,0,0.715,"(431, 222)","(33, 299)",10.954062643398334
234,0,0.793,"(34, 167)","(40, 299)",87.13759477388825
235,0,0.796,"(32, 174)","(40, 299)",86.30861401354872
236,0,0.797,"(31, 156)","(36, 299)",87.7974018382342
237,0,0.799,"(31, 176)","(38, 299)",86.53177074108285
238,0,0.8,"(31, 154)","(33, 299)",88.8542371618249
239,0,0.802,"(29, 162)","(34, 299)",87.56335175318986
240,0,0.802,"(37, 168)","(40, 299)",88.66778014613037
241,0,0.803,"(112, 248)","(33, 299)",33.11134196037203
242,0,0.803,"(28, 157)","(36, 299)",86.63353933657021
243,0,0.806,"(33, 155)","(40, 299)",87.20729763428672
244,0,0.808,"(33, 157)","(38, 299)",87.7974018382342
245,0,0.81,"(31, 153)","(40, 299)",86.42366562500266
246,0,0.813,"(29, 153)","(35, 299)",87.27368900609373
247,0,0.814,"(30, 167)","(33, 299)",88.66778014613037
248,0,0.817,"(31, 200)","(37, 299)",86.30861401354872
249,0,0.819,"(27, 169)","(37, 299)",85.48601154199874
250,0,0.837,"(111, 258)","(36, 299)",28.739795291688043
251,0,0.841,"(79, 270)","(33, 299)",32.7352262721076
252,0,0.842,"(112, 250)","(33, 299)",31.84905131905529
253,0,0.851,"(86, 265)","(34, 299)",33.340707346477004
254,0,0.853,"(81, 270)","(33, 299)",31.218402764346376
255,0,0.862,"(111, 249)","(33, 299)",32.82854179141253
256,0,0.866,"(86, 265)","(33, 299)",32.82854179141253
257,0,0.868,"(77, 269)","(34, 299)",35.39479584498706
258,0,0.874,"(89, 262)","(33, 299)",33.690067525979785
259,0,0.884,"(81, 269)","(33, 299)",32.47119229084849
260,0,0.916,"(90, 261)","(34, 299)",34.21570213243741
261,0,0.921,"(112, 248)","(35, 299)",33.690067525979785
262,0,0.921,"(93, 260)","(34, 299)",33.690067525979785
263,0,0.946,"(80, 268)","(34, 299)",34.07719528013074
264,0,0.983,"(78, 269)","(36, 299)",35.53767779197438
265,0,0.984,"(127, 266)","(38, 299)",20.409882833803987
266,0,0.991,"(76, 271)","(35, 299)",34.69515353123397
267,1,0.201,"(67, 262)","(69, 299)",86.42366562500266
268,1,0.205,"(68, 221)","(66, 299)",88.56790381583535
269,1,0.205,"(67, 262)","(69, 299)",86.72951207681645
270,1,0.208,"(67, 231)","(68, 299)",89.09061955080087
271,1,0.21,"(67, 251)","(68, 299)",88.60281897270363
272,1,0.213,"(66, 220)","(68, 299)",88.43064519525102
273,1,0.216,"(67, 251)","(68, 299)",88.66778014613037
274,1,0.218,"(67, 241)","(68, 299)",88.21008939175394
275,1,0.219,"(66, 255)","(69, 299)",85.60129464500447
276,1,0.22,"(67, 242)","(68, 299)",88.89829388479363
277,1,0.222,"(66, 220)","(68, 299)",88.40885972880542
278,1,0.224,"(67, 249)","(68, 299)",88.69804732742112
279,1,0.237,"(68, 221)","(65, 299)",88.21008939175394
280,1,0.238,"(68, 223)","(66, 299)",89.02897806892084
281,1,0.24,"(66, 220)","(68, 299)",88.09084756700362
282,1,0.249,"(68, 221)","(66, 299)",88.63607246839707
283,1,0.25,"(66, 223)","(68, 299)",88.36342295838328
284,1,0.255,"(66, 238)","(68, 299)",87.99044618697886
285,1,0.266,"(67, 223)","(68, 299)",89.19307054489762
286,1,0.268,"(67, 246)","(68, 299)",88.80651057601797
287,1,0.271,"(66, 243)","(69, 299)",86.76029970389789
288,1,0.273,"(66, 223)","(68, 299)",88.31531568210372
289,1,0.277,"(67, 236)","(68, 299)",88.40885972880542
290,1,0.277,"(66, 261)","(68, 299)",86.53177074108285
291,1,0.28,"(67, 242)","(68, 299)",88.89829388479363
292,1,0.281,"(67, 239)","(68, 299)",88.93908830973577
293,1,0.284,"(67, 227)","(68, 299)",89.13194855025446
294,1,0.285,"(67, 247)","(65, 299)",88.26429541107161
295,1,0.287,"(66, 221)","(68, 299)",88.53119928561418
296,1,0.292,"(67, 255)","(69, 299)",87.20729763428672
297,1,0.311,"(67, 240)","(68, 299)",88.91907581333932
298,1,0.316,"(67, 252)","(68, 299)",88.63607246839707
299,1,0.325,"(67, 252)","(68, 299)",88.60281897270363
300,1,0.334,"(70, 220)","(64, 299)",85.71084667118097
301,1,0.339,"(68, 240)","(64, 299)",86.56636963754949
302,1,0.339,"(70, 228)","(65, 299)",86.49646835521554
303,1,0.34,"(68, 240)","(64, 299)",86.9059419410829
304,1,0.343,"(71, 246)","(65, 299)",83.6598082540901
305,1,0.345,"(47, 153)","(65, 299)",82.64762064010765
306,1,0.351,"(75, 226)","(66, 299)",83.0470425318261
307,1,0.352,"(53, 154)","(62, 299)",86.08175113593262
308,1,0.352,"(74, 241)","(62, 299)",79.2157021324374
309,1,0.355,"(73, 254)","(62, 299)",76.32869286780416
310,1,0.356,"(75, 243)","(62, 299)",77.7352262721076
311,1,0.357,"(54, 153)","(67, 299)",84.70991879462873
312,1,0.358,"(50, 177)","(68, 299)",81.3843518158359
313,1,0.359,"(77, 221)","(67, 299)",83.29016319224307
314,1,0.36,"(56, 153)","(69, 299)",84.8055710922652
315,1,0.36,"(76, 227)","(68, 299)",84.28940686250036
316,1,0.36,"(49, 156)","(63, 299)",84.0531369460265
317,1,0.361,"(50, 154)","(65, 299)",83.8298249049704
318,1,0.361,"(78, 228)","(65, 299)",79.99202019855866
319,1,0.362,"(51, 158)","(65, 299)",84.0531369460265
320,1,0.362,"(73, 257)","(67, 299)",82.50414236027014
321,1,0.363,"(80, 220)","(65, 299)",79.28687697720896
322,1,0.364,"(71, 266)","(66, 299)",82.40535663140857
323,1,0.364,"(52, 155)","(62, 299)",86.00908690157023
324,1,0.365,"(80, 223)","(65, 299)",79.07719528013074
325,1,0.365,"(52, 156)","(65, 299)",84.61068824002659
326,1,0.366,"(77, 240)","(64, 299)",77.98852161363456
327,1,0.366,"(76, 250)","(65, 299)",77.66091272167381
328,1,0.367,"(52, 156)","(69, 299)",83.15722658736907
329,1,0.368,"(53, 156)","(69, 299)",83.29016319224307
330,1,0.369,"(54, 155)","(65, 299)",85.3893506813394
331,1,0.369,"(81, 219)","(66, 299)",79.91940201245768
332,1,0.369,"(79, 226)","(66, 299)",79.91940201245768
333,1,0.37,"(54, 158)","(66, 299)",84.92039213998542
334,1,0.37,"(81, 220)","(66, 299)",79.56252464888182
335,1,0.371,"(55, 154)","(63, 299)",86.47854662307776
336,1,0.371,"(79, 230)","(66, 299)",79.8244891569568
337,1,0.374,"(55, 157)","(69, 299)",84.17365797044422
338,1,0.374,"(74, 268)","(66, 299)",75.57922687248902
339,1,0.375,"(85, 220)","(66, 299)",76.56897112931834
340,1,0.376,"(84, 220)","(69, 299)",79.56252464888182
341,1,0.377,"(86, 219)","(66, 299)",76.37300514010846
342,1,0.378,"(56, 154)","(69, 299)",84.50767544287257
343,1,0.378,"(84, 228)","(67, 299)",76.7594800848128
344,1,0.379,"(83, 241)","(64, 299)",71.93952806380082
345,1,0.38,"(74, 266)","(66, 299)",76.7594800848128
346,1,0.38,"(82, 234)","(66, 299)",76.70142966950571
347,1,0.381,"(87, 220)","(68, 299)",77.07400087529405
348,1,0.383,"(88, 220)","(66, 299)",75.06858282186246
349,1,0.383,"(80, 256)","(64, 299)",70.64100582430528
350,1,0.385,"(84, 242)","(66, 299)",72.64597536373867
351,1,0.386,"(86, 229)","(68, 299)",75.65066795705286
352,1,0.387,"(87, 226)","(67, 299)",74.87599269168945
353,1,0.388,"(89, 221)","(67, 299)",74.89890183861456
354,1,0.389,"(89, 221)","(67, 299)",74.2679952148927
355,1,0.39,"(86, 233)","(68, 299)",75.25643716352927
356,1,0.391,"(86, 232)","(66, 299)",73.92642583525361
357,1,0.391,"(89, 224)","(67, 299)",74.18080605249986
358,1,0.393,"(86, 239)","(67, 299)",72.52522574374433
359,1,0.394,"(89, 230)","(67, 299)",72.64597536373867
360,1,0.394,"(79, 263)","(65, 299)",69.86369657175187
361,1,0.396,"(88, 234)","(67, 299)",72.38742215707617
362,1,0.397,"(90, 230)","(67, 299)",72.12130340415867
363,1,0.398,"(91, 227)","(67, 299)",71.56505117707799
364,1,0.399,"(92, 227)","(66, 299)",70.14478563067895
365,1,0.4,"(91, 230)","(68, 299)",71.56505117707799
366,1,0.402,"(88, 239)","(67, 299)",70.90650799951439
367,1,0.403,"(94, 221)","(67, 299)",71.28826212490023
368,1,0.406,"(94, 227)","(66, 299)",68.96248897457819
369,1,0.407,"(96, 221)","(67, 299)",69.64677085193117
370,1,0.408,"(96, 222)","(67, 299)",69.55045238920742
371,1,0.409,"(97, 221)","(67, 299)",69.36245301531218
372,1,0.41,"(86, 252)","(66, 299)",67.16634582208246
373,1,0.411,"(97, 223)","(66, 299)",68.4286928087454
374,1,0.411,"(84, 257)","(66, 299)",67.89055165624833
375,1,0.412,"(95, 229)","(64, 299)",66.19405648154229
376,1,0.413,"(93, 232)","(66, 299)",68.58703052512824
377,1,0.414,"(97, 223)","(68, 299)",69.44395478041653
378,1,0.415,"(89, 245)","(66, 299)",67.45693899994212
379,1,0.416,"(97, 226)","(67, 299)",68.02549200852803
380,1,0.417,"(100, 222)","(66, 299)",66.17573941710458
381,1,0.419,"(89, 247)","(66, 299)",66.97450799147197
382,1,0.42,"(98, 226)","(67, 299)",67.38013505195957
383,1,0.421,"(97, 230)","(67, 299)",66.61477894278624
384,1,0.422,"(89, 249)","(65, 299)",65.05609473657542
385,1,0.422,"(100, 224)","(67, 299)",66.37062226934319
386,1,0.423,"(81, 269)","(66, 299)",63.43494882292202
387,1,0.423,"(103, 224)","(62, 299)",61.69924423399362
388,1,0.423,"(103, 226)","(63, 299)",61.29404745659892
389,1,0.424,"(95, 238)","(67, 299)",65.94265054998827
390,1,0.425,"(97, 234)","(69, 299)",66.91486632719173
391,1,0.425,"(87, 255)","(67, 299)",66.37062226934319
392,1,0.427,"(88, 251)","(68, 299)",67.75097634278764
393,1,0.427,"(90, 248)","(69, 299)",68.4985656759521
394,1,0.428,"(85, 258)","(68, 299)",68.19859051364818
395,1,0.43,"(100, 230)","(67, 299)",64.98310652189998
396,1,0.431,"(105, 224)","(65, 299)",62.0628571734614
397,1,0.432,"(102, 227)","(67, 299)",64.47030200946695
398,1,0.432,"(95, 241)","(66, 299)",63.43494882292202
399,1,0.433,"(106, 224)","(66, 299)",62.447188423282206
400,1,0.434,"(95, 244)","(68, 299)",63.8860873697093
401,1,0.435,"(97, 241)","(66, 299)",62.19854122006586
402,1,0.436,"(95, 244)","(66, 299)",62.19854122006586
403,1,0.437,"(88, 259)","(67, 299)",62.74467162505693
404,1,0.438,"(107, 226)","(66, 299)",60.94539590092286
405,1,0.439,"(97, 243)","(66, 299)",61.14433878028348
406,1,0.441,"(100, 239)","(66, 299)",60.85192815428696
407,1,0.442,"(93, 251)","(66, 299)",61.47688139368797
408,1,0.443,"(100, 241)","(64, 299)",58.706961004079815
409,1,0.443,"(100, 239)","(64, 299)",59.58891873287464
410,1,0.444,"(100, 241)","(66, 299)",59.62087398863166
411,1,0.445,"(101, 239)","(65, 299)",59.23728046576109
412,1,0.446,"(101, 239)","(65, 299)",59.47029410006588
413,1,0.446,"(108, 230)","(66, 299)",58.760785111791236
414,1,0.447,"(97, 249)","(65, 299)",57.52880770915151
415,1,0.448,"(110, 228)","(64, 299)",57.52880770915151
416,1,0.449,"(101, 242)","(64, 299)",57.68038349181982
417,1,0.45,"(111, 228)","(65, 299)",57.264773727892404
418,1,0.451,"(110, 230)","(64, 299)",56.309932474020215
419,1,0.451,"(95, 254)","(64, 299)",55.95406264339834
420,1,0.453,"(93, 257)","(66, 299)",57.52880770915151
421,1,0.454,"(104, 241)","(66, 299)",56.768288932020646
422,1,0.454,"(91, 258)","(65, 299)",57.619322293430784
423,1,0.455,"(111, 228)","(65, 299)",57.319445256636605
424,1,0.456,"(110, 231)","(65, 299)",57.01147838636545
425,1,0.457,"(101, 246)","(64, 299)",55.56101069119639
426,1,0.458,"(92, 260)","(66, 299)",56.725112015165074
427,1,0.459,"(105, 240)","(66, 299)",56.82148834060726
428,1,0.46,"(103, 243)","(66, 299)",56.853004167744004
429,1,0.46,"(102, 243)","(65, 299)",57.094757077012105
430,1,0.461,"(102, 243)","(68, 299)",58.73626830562258
431,1,0.462,"(112, 231)","(66, 299)",56.09372301155785
432,1,0.462,"(111, 231)","(65, 299)",56.309932474020215
433,1,0.463,"(113, 228)","(67, 299)",57.1313210666325
434,1,0.464,"(101, 246)","(67, 299)",57.77124256490144
435,1,0.465,"(111, 234)","(63, 299)",54.1301764822787
436,1,0.466,"(103, 244)","(66, 299)",56.309932474020215
437,1,0.467,"(89, 266)","(67, 299)",56.309932474020215
438,1,0.467,"(96, 256)","(66, 299)",55.12467165539782
439,1,0.469,"(100, 251)","(64, 299)",53.39292518739251
440,1,0.47,"(95, 257)","(65, 299)",54.782407031807296
441,1,0.47,"(103, 246)","(66, 299)",55.22216863363612
442,1,0.471,"(102, 249)","(64, 299)",53.343891584033095
443,1,0.472,"(102, 249)","(67, 299)",55.097504384075286
444,1,0.476,"(116, 231)","(67, 299)",54.32359177813802
445,1,0.477,"(115, 233)","(66, 299)",53.91492695714787
446,1,0.478,"(103, 250)","(65, 299)",52.35237935989236
447,1,0.478,"(100, 255)","(65, 299)",52.25319461272534
448,1,0.479,"(116, 234)","(65, 299)",52.1250163489018
449,1,0.48,"(116, 232)","(66, 299)",53.569141879837645
450,1,0.481,"(114, 211)","(68, 299)",62.87869659584134
