,domino_num,time,start_point,end_point,angle
918,3,0.404,"(123, 219)","(117, 299)",85.71084667118097
919,3,0.405,"(124, 220)","(115, 299)",83.8113840367584
920,3,0.406,"(123, 235)","(115, 299)",83.6598082540901
921,3,0.407,"(120, 264)","(116, 299)",84.95754893082909
922,3,0.407,"(123, 235)","(117, 299)",85.48601154199874
923,3,0.408,"(125, 220)","(116, 299)",83.50065372034544
924,3,0.409,"(124, 219)","(118, 299)",86.3670492605118
925,3,0.41,"(126, 221)","(117, 299)",83.99099404250548
926,3,0.411,"(126, 221)","(117, 299)",83.48019824834302
927,3,0.412,"(127, 219)","(117, 299)",82.8749836510982
928,3,0.413,"(122, 258)","(116, 299)",81.86989764584403
929,3,0.414,"(124, 241)","(118, 299)",84.28940686250036
930,3,0.416,"(125, 235)","(119, 299)",84.64417495714481
931,3,0.417,"(126, 225)","(119, 299)",84.92039213998542
932,3,0.418,"(128, 226)","(117, 299)",81.5110561194953
933,3,0.419,"(128, 229)","(116, 299)",80.34010692155766
934,3,0.42,"(128, 227)","(117, 299)",81.98290692634467
935,3,0.421,"(125, 248)","(116, 299)",80.96051719664487
936,3,0.422,"(129, 219)","(117, 299)",81.65610841596691
937,3,0.424,"(127, 239)","(117, 299)",80.70669140060288
938,3,0.425,"(128, 229)","(118, 299)",82.64762064010765
939,3,0.426,"(127, 239)","(116, 299)",80.36246188706906
940,3,0.428,"(130, 220)","(118, 299)",82.0106732336031
941,3,0.429,"(128, 240)","(117, 299)",79.69515353123397
942,3,0.43,"(132, 219)","(118, 299)",80.3112134396332
943,3,0.432,"(130, 231)","(117, 299)",79.79602627826831
944,3,0.434,"(129, 235)","(119, 299)",81.67434966957316
945,3,0.435,"(133, 223)","(117, 299)",78.69006752597979
946,3,0.435,"(130, 235)","(117, 299)",78.69006752597979
947,3,0.437,"(134, 220)","(118, 299)",78.90627698844216
948,3,0.438,"(128, 257)","(115, 299)",73.00917670801384
949,3,0.439,"(135, 220)","(116, 299)",76.80938928779315
950,3,0.44,"(133, 229)","(117, 299)",77.59258147259925
951,3,0.441,"(133, 235)","(117, 299)",75.96375653207353
952,3,0.442,"(133, 236)","(117, 299)",75.96375653207353
953,3,0.442,"(88, 171)","(115, 299)",77.66091272167381
954,3,0.442,"(85, 191)","(118, 299)",72.64597536373867
955,3,0.443,"(135, 233)","(115, 299)",73.7059525434011
956,3,0.444,"(86, 155)","(113, 299)",79.15969454566944
957,3,0.444,"(139, 220)","(116, 299)",73.7676493388438
958,3,0.445,"(136, 229)","(117, 299)",74.82708465447475
959,3,0.446,"(139, 220)","(118, 299)",75.52970589993411
960,3,0.447,"(86, 152)","(114, 299)",78.95905981967627
961,3,0.447,"(135, 237)","(117, 299)",73.81079374297306
962,3,0.448,"(141, 221)","(115, 299)",71.56505117707799
963,3,0.448,"(128, 265)","(114, 299)",67.61986494804043
964,3,0.448,"(86, 152)","(115, 299)",78.69006752597979
965,3,0.449,"(140, 222)","(115, 299)",72.64597536373867
966,3,0.45,"(87, 152)","(113, 299)",79.79602627826831
967,3,0.45,"(139, 225)","(116, 299)",73.2173558547293
968,3,0.451,"(139, 227)","(118, 299)",73.73979529168804
969,3,0.452,"(135, 241)","(118, 299)",74.05460409907715
970,3,0.453,"(137, 238)","(118, 299)",72.75854060106002
971,3,0.453,"(129, 261)","(116, 299)",71.56505117707799
972,3,0.454,"(139, 231)","(116, 299)",71.86191784440268
973,3,0.454,"(132, 255)","(117, 299)",71.56505117707799
974,3,0.455,"(139, 230)","(116, 299)",71.86191784440268
975,3,0.455,"(139, 233)","(119, 299)",73.14160123226172
976,3,0.456,"(140, 232)","(115, 299)",69.86369657175187
977,3,0.456,"(129, 265)","(116, 299)",69.07549825507884
978,3,0.457,"(144, 221)","(116, 299)",70.88027367006885
979,3,0.458,"(139, 238)","(116, 299)",69.34108993669251
980,3,0.459,"(83, 156)","(112, 299)",78.23171106797936
981,3,0.459,"(145, 222)","(115, 299)",69.17910714668918
982,3,0.459,"(131, 260)","(116, 299)",69.77514056883193
983,3,0.46,"(143, 228)","(117, 299)",70.01689347810003
984,3,0.46,"(90, 155)","(115, 299)",80.13419305691563
985,3,0.461,"(83, 156)","(112, 299)",78.43986920578224
986,3,0.461,"(91, 156)","(113, 299)",81.08507304285214
987,3,0.462,"(146, 224)","(115, 299)",67.86450812189965
988,3,0.463,"(142, 232)","(114, 299)",67.61986494804043
989,3,0.463,"(140, 241)","(115, 299)",67.03622694014545
990,3,0.463,"(140, 239)","(114, 299)",66.80140948635182
991,3,0.464,"(144, 227)","(117, 299)",69.8293465881496
992,3,0.464,"(91, 155)","(113, 299)",81.02737338510362
993,3,0.465,"(143, 235)","(116, 299)",67.55724663470565
994,3,0.466,"(131, 263)","(116, 299)",67.38013505195957
995,3,0.466,"(91, 154)","(112, 299)",81.63411387596742
996,3,0.466,"(145, 226)","(119, 299)",70.64100582430528
997,3,0.467,"(144, 225)","(119, 299)",71.56505117707799
998,3,0.468,"(91, 153)","(113, 299)",81.11934084947976
999,3,0.469,"(85, 156)","(112, 299)",79.2157021324374
1000,3,0.469,"(91, 153)","(117, 299)",79.69515353123397
1001,3,0.469,"(134, 256)","(117, 299)",68.4985656759521
1002,3,0.469,"(92, 156)","(118, 299)",79.69515353123397
1003,3,0.47,"(92, 156)","(115, 299)",80.53767779197439
1004,3,0.471,"(150, 222)","(116, 299)",66.37062226934319
1005,3,0.472,"(152, 221)","(114, 299)",64.62225613865084
1006,3,0.472,"(86, 158)","(112, 299)",79.43898930880363
1007,3,0.472,"(91, 152)","(119, 299)",79.11447294534128
1008,3,0.472,"(92, 188)","(113, 299)",79.04593735660167
1009,3,0.473,"(150, 224)","(117, 299)",66.31791227546155
1010,3,0.474,"(90, 177)","(119, 299)",76.6075022462489
1011,3,0.474,"(151, 224)","(115, 299)",64.6538240580533
1012,3,0.475,"(147, 230)","(116, 299)",66.1247191460725
1013,3,0.476,"(148, 226)","(117, 299)",67.49647150023257
1014,3,0.476,"(94, 158)","(112, 299)",82.40535663140857
1015,3,0.476,"(146, 234)","(117, 299)",66.64443514071401
1016,3,0.477,"(140, 249)","(117, 299)",65.43282867939868
1017,3,0.477,"(93, 153)","(119, 299)",79.8244891569568
1018,3,0.478,"(96, 199)","(116, 299)",78.36636600105956
1019,3,0.478,"(149, 228)","(116, 299)",65.69545073406329
1020,3,0.478,"(137, 258)","(116, 299)",63.43494882292202
1021,3,0.478,"(139, 252)","(115, 299)",63.43494882292202
1022,3,0.479,"(87, 155)","(115, 299)",78.92979742206063
1023,3,0.481,"(135, 264)","(112, 299)",57.171458208587474
1024,3,0.481,"(95, 158)","(113, 299)",82.40535663140857
1025,3,0.481,"(145, 241)","(116, 299)",63.99665415548856
1026,3,0.482,"(95, 157)","(113, 299)",82.64762064010765
1027,3,0.482,"(146, 241)","(115, 299)",62.65012421993012
1028,3,0.483,"(87, 155)","(115, 299)",78.69006752597979
1029,3,0.483,"(151, 228)","(119, 299)",65.92450174492117
1030,3,0.484,"(88, 153)","(113, 299)",80.07375449334829
1031,3,0.484,"(95, 156)","(114, 299)",82.40535663140857
1032,3,0.485,"(146, 242)","(115, 299)",61.460014812040036
1033,3,0.485,"(89, 163)","(119, 299)",77.47119229084849
1034,3,0.486,"(138, 258)","(116, 299)",62.7004277886672
1035,3,0.487,"(153, 226)","(117, 299)",64.09349200048561
1036,3,0.487,"(90, 167)","(119, 299)",77.24246783912332
1037,3,0.488,"(154, 226)","(116, 299)",62.850318302216834
1038,3,0.488,"(89, 158)","(115, 299)",79.28687697720896
1039,3,0.489,"(158, 223)","(115, 299)",60.57254359681026
1040,3,0.489,"(140, 256)","(116, 299)",60.94539590092286
1041,3,0.49,"(153, 230)","(116, 299)",62.35402463626132
1042,3,0.49,"(89, 154)","(115, 299)",79.46081627137177
1043,3,0.491,"(89, 155)","(117, 299)",78.69006752597979
1044,3,0.491,"(140, 256)","(114, 299)",59.743562836470744
1045,3,0.492,"(96, 185)","(116, 299)",79.69515353123397
1046,3,0.492,"(143, 252)","(116, 299)",60.42216131873867
1047,3,0.492,"(147, 244)","(114, 299)",59.743562836470744
1048,3,0.493,"(160, 224)","(116, 299)",59.60127228583394
1049,3,0.494,"(140, 258)","(115, 299)",59.65675111576043
1050,3,0.494,"(148, 242)","(114, 299)",59.93141717813756
1051,3,0.495,"(156, 229)","(117, 299)",60.94539590092286
1052,3,0.496,"(90, 152)","(114, 299)",80.7273982227997
1053,3,0.496,"(156, 229)","(116, 299)",60.25511870305777
1054,3,0.496,"(152, 238)","(117, 299)",60.36161631184866
1055,3,0.497,"(161, 224)","(115, 299)",58.717346318360335
1056,3,0.498,"(140, 260)","(114, 299)",57.339087278326204
1057,3,0.498,"(91, 156)","(119, 299)",78.69006752597979
1058,3,0.499,"(157, 230)","(117, 299)",60.01836063115067
1059,3,0.5,"(157, 231)","(116, 299)",58.912494676520026
1060,3,0.5,"(97, 152)","(119, 299)",81.11934084947976
1061,3,0.501,"(137, 268)","(113, 299)",53.39292518739251
1062,3,0.502,"(159, 230)","(115, 299)",58.06931789628218
1063,3,0.502,"(162, 228)","(116, 299)",57.094757077012105
1064,3,0.503,"(165, 224)","(116, 299)",56.84207611532777
1065,3,0.503,"(92, 153)","(115, 299)",80.8376529542783
1066,3,0.503,"(161, 228)","(115, 299)",57.0613094570445
1067,3,0.504,"(157, 233)","(116, 299)",58.339248903363405
1068,3,0.504,"(158, 233)","(116, 299)",58.10920819815429
1069,3,0.505,"(158, 232)","(115, 299)",57.91781284393396
1070,3,0.506,"(161, 231)","(115, 299)",55.92280471986926
1071,3,0.507,"(160, 232)","(117, 299)",57.60015982608067
1072,3,0.507,"(95, 164)","(116, 299)",80.90972307917768
1073,3,0.508,"(153, 241)","(118, 299)",59.03624346792648
1074,3,0.508,"(93, 152)","(119, 299)",79.91940201245768
1075,3,0.509,"(96, 167)","(115, 299)",81.63411387596742
1076,3,0.509,"(159, 232)","(118, 299)",58.781597235653635
1077,3,0.51,"(157, 238)","(116, 299)",56.309932474020215
1078,3,0.511,"(160, 232)","(117, 299)",57.89374404488216
1079,3,0.511,"(95, 163)","(119, 299)",79.99202019855866
1080,3,0.512,"(163, 231)","(116, 299)",55.7842978675626
1081,3,0.513,"(163, 232)","(116, 299)",55.24408744645863
1082,3,0.513,"(160, 233)","(117, 299)",57.339087278326204
1083,3,0.514,"(151, 250)","(115, 299)",54.32359177813802
1084,3,0.515,"(162, 232)","(117, 299)",56.309932474020215
1085,3,0.516,"(163, 233)","(118, 299)",55.7842978675626
1086,3,0.516,"(99, 176)","(117, 299)",81.46923439005187
1087,3,0.517,"(161, 232)","(119, 299)",57.9946167919165
1088,3,0.518,"(155, 245)","(117, 299)",54.86580694308437
1089,3,0.519,"(154, 247)","(114, 299)",53.13010235415598
1090,3,0.52,"(162, 233)","(116, 299)",55.58163552094379
1091,3,0.52,"(96, 153)","(114, 299)",82.64762064010765
1092,3,0.521,"(165, 233)","(116, 299)",53.9239884436314
1093,3,0.522,"(166, 233)","(116, 299)",52.86907555179051
1094,3,0.522,"(99, 172)","(119, 299)",80.96051719664487
1095,3,0.524,"(96, 153)","(119, 299)",80.75388725443676
1096,3,0.524,"(164, 236)","(114, 299)",51.84277341263094
1097,3,0.525,"(140, 269)","(116, 299)",51.34019174590991
1098,3,0.525,"(164, 237)","(115, 299)",52.22431569404534
1099,3,0.526,"(166, 234)","(115, 299)",51.9810574068298
1100,3,0.528,"(161, 239)","(118, 299)",54.46232220802562
1101,3,0.529,"(156, 248)","(115, 299)",51.766174822553054
1102,3,0.53,"(160, 243)","(114, 299)",50.9468630539735
1103,3,0.53,"(161, 243)","(115, 299)",50.792796495032164
1104,3,0.531,"(165, 238)","(116, 299)",51.22582906442577
1105,3,0.532,"(97, 152)","(116, 299)",82.40535663140857
1106,3,0.532,"(175, 230)","(115, 299)",48.99091309842978
1107,3,0.533,"(166, 236)","(115, 299)",51.115503566285405
1108,3,0.534,"(97, 152)","(119, 299)",81.2538377374448
1109,3,0.534,"(174, 232)","(115, 299)",48.63295073948821
1110,3,0.534,"(169, 236)","(114, 299)",49.236394799058836
1111,3,0.535,"(167, 238)","(115, 299)",50.09211512449896
1112,3,0.536,"(123, 211)","(113, 299)",83.9275435927923
1113,3,0.537,"(170, 236)","(114, 299)",48.81407483429036
1114,3,0.538,"(151, 259)","(114, 299)",48.01278750418334
1115,3,0.538,"(99, 164)","(119, 299)",81.3843518158359
1116,3,0.539,"(155, 253)","(116, 299)",49.9697407281103
1117,3,0.539,"(159, 249)","(117, 299)",50.01311375503581
1118,3,0.54,"(176, 232)","(113, 299)",46.877877447285364
1119,3,0.541,"(149, 262)","(114, 299)",46.97493401088198
1120,3,0.542,"(168, 240)","(114, 299)",47.89126959622057
1121,3,0.543,"(99, 163)","(119, 299)",81.3843518158359
1122,3,0.543,"(146, 266)","(116, 299)",47.72631099390627
1123,3,0.544,"(167, 242)","(115, 299)",48.179830119864235
1124,3,0.545,"(160, 249)","(114, 299)",48.01278750418334
1125,3,0.546,"(171, 238)","(115, 299)",47.96093613416375
1126,3,0.547,"(165, 244)","(117, 299)",48.99091309842978
1127,3,0.548,"(150, 262)","(115, 299)",46.90915243299638
1128,3,0.549,"(159, 251)","(115, 299)",47.93567344642118
1129,3,0.55,"(173, 238)","(114, 299)",46.06091169026423
1130,3,0.551,"(170, 242)","(115, 299)",46.02303018866783
1131,3,0.552,"(157, 255)","(115, 299)",46.50743575877497
1132,3,0.553,"(171, 241)","(115, 299)",46.005086005254185
1133,3,0.554,"(177, 237)","(112, 299)",43.830860672092584
1134,3,0.554,"(150, 262)","(115, 299)",46.97493401088198
1135,3,0.555,"(163, 251)","(114, 299)",44.45434240658428
1136,3,0.556,"(149, 265)","(112, 299)",43.15238973400541
1137,3,0.557,"(161, 252)","(114, 299)",45.0
1138,3,0.559,"(172, 242)","(115, 299)",45.0
1139,3,0.559,"(160, 253)","(114, 299)",45.0
1140,3,0.56,"(172, 242)","(115, 299)",45.0
1141,3,0.561,"(172, 243)","(113, 299)",43.830860672092584
1142,3,0.563,"(168, 246)","(113, 299)",44.35625428582462
1143,3,0.564,"(149, 266)","(116, 299)",45.0
1144,3,0.566,"(160, 255)","(115, 299)",44.35625428582462
1145,3,0.567,"(173, 242)","(116, 299)",45.0
1146,3,0.568,"(159, 255)","(115, 299)",45.0
1147,3,0.569,"(162, 253)","(116, 299)",45.0
1148,3,0.569,"(163, 253)","(117, 299)",45.0
1149,3,0.57,"(157, 258)","(112, 299)",42.978635059643985
1150,3,0.571,"(174, 242)","(113, 299)",43.05851360908563
1151,3,0.571,"(175, 242)","(114, 299)",43.36342295838328
1152,3,0.572,"(175, 242)","(114, 299)",43.111811993259074
1153,3,0.576,"(174, 245)","(114, 299)",42.10873040377944
1154,3,0.576,"(174, 253)","(119, 299)",40.3141001604973
1155,3,0.577,"(147, 270)","(115, 299)",42.18444331578877
1156,3,0.578,"(169, 248)","(115, 299)",43.898293884793624
1157,3,0.579,"(175, 245)","(115, 299)",41.987212495816664
1158,3,0.58,"(177, 245)","(112, 299)",39.8055710922652
1159,3,0.584,"(152, 265)","(116, 299)",44.16968451374199
1160,3,0.585,"(176, 244)","(117, 299)",43.025065989118026
1161,3,0.585,"(176, 254)","(118, 299)",38.23382517744694
1162,3,0.586,"(158, 261)","(112, 299)",39.8055710922652
1163,3,0.586,"(171, 259)","(119, 299)",37.568592028827496
1164,3,0.587,"(175, 245)","(115, 299)",41.987212495816664
1165,3,0.591,"(162, 259)","(114, 299)",39.8055710922652
1166,3,0.599,"(162, 258)","(113, 299)",39.936383146969916
1167,3,0.602,"(151, 268)","(113, 299)",39.8055710922652
1168,3,0.604,"(100, 185)","(119, 299)",80.53767779197439
1169,3,0.607,"(94, 153)","(119, 299)",79.91940201245768
1170,3,0.607,"(152, 267)","(115, 299)",40.85537625889571
1171,3,0.609,"(179, 248)","(112, 299)",37.45057823173673
1172,3,0.613,"(148, 271)","(112, 299)",38.659808254090095
1173,3,0.615,"(174, 251)","(115, 299)",39.351752626264734
1174,3,0.616,"(182, 247)","(115, 299)",37.874983651098205
1175,3,0.617,"(153, 268)","(115, 299)",39.20720350496784
1176,3,0.618,"(94, 164)","(119, 299)",79.11447294534128
1177,3,0.619,"(92, 153)","(118, 299)",79.69515353123397
1178,3,0.62,"(178, 249)","(114, 299)",37.99873244250467
1179,3,0.621,"(175, 252)","(113, 299)",37.504142360270144
1180,3,0.622,"(166, 259)","(114, 299)",37.69424046668917
1181,3,0.623,"(167, 266)","(119, 299)",34.87532834460219
1182,3,0.623,"(92, 156)","(119, 299)",79.2157021324374
1183,3,0.625,"(173, 255)","(112, 299)",36.098283967108
1184,3,0.626,"(169, 257)","(112, 299)",36.634113875967415
1185,3,0.626,"(91, 157)","(117, 299)",79.38034472384487
1186,3,0.627,"(167, 259)","(112, 299)",36.304497122575235
1187,3,0.629,"(90, 153)","(117, 299)",79.31508759999728
1188,3,0.63,"(98, 158)","(116, 299)",82.40535663140857
1189,3,0.631,"(89, 156)","(117, 299)",78.69006752597979
1190,3,0.634,"(89, 156)","(117, 299)",78.69006752597979
1191,3,0.634,"(152, 270)","(114, 299)",37.40535663140855
1192,3,0.636,"(89, 159)","(118, 299)",78.11134196037202
1193,3,0.636,"(95, 153)","(119, 299)",80.53767779197439
1194,3,0.637,"(90, 168)","(118, 299)",77.59258147259925
1195,3,0.637,"(114, 270)","(118, 299)",81.3843518158359
1196,3,0.638,"(94, 152)","(119, 299)",80.2724214485984
1197,3,0.638,"(98, 199)","(118, 299)",78.69006752597979
1198,3,0.638,"(89, 161)","(117, 299)",78.36636600105956
1199,3,0.639,"(88, 154)","(117, 299)",78.43986920578224
1200,3,0.639,"(95, 154)","(116, 299)",81.63411387596742
1201,3,0.639,"(88, 157)","(114, 299)",79.28687697720896
1202,3,0.64,"(90, 170)","(119, 299)",77.19573393471325
1203,3,0.641,"(95, 156)","(112, 299)",82.8749836510982
1204,3,0.641,"(173, 255)","(113, 299)",36.25383773744479
1205,3,0.642,"(87, 155)","(113, 299)",79.46081627137177
1206,3,0.644,"(87, 157)","(117, 299)",77.96940390346214
1207,3,0.644,"(95, 158)","(116, 299)",81.3843518158359
1208,3,0.644,"(163, 262)","(114, 299)",37.30394827798343
1209,3,0.646,"(150, 272)","(114, 299)",37.47617956136138
1210,3,0.646,"(87, 161)","(118, 299)",77.15229514128234
1211,3,0.647,"(87, 161)","(113, 299)",79.28687697720896
1212,3,0.648,"(87, 162)","(114, 299)",78.69006752597979
1213,3,0.649,"(93, 157)","(119, 299)",79.46081627137177
1214,3,0.65,"(95, 171)","(119, 299)",79.04593735660167
1215,3,0.65,"(89, 174)","(113, 299)",78.99645914825051
1216,3,0.651,"(87, 167)","(116, 299)",77.56043798115346
1217,3,0.653,"(90, 152)","(119, 299)",78.46537934635528
1218,3,0.654,"(90, 152)","(119, 299)",78.69006752597979
1219,3,0.655,"(90, 152)","(118, 299)",79.2157021324374
1220,3,0.656,"(90, 153)","(119, 299)",78.69006752597979
1221,3,0.657,"(90, 154)","(116, 299)",79.50852298766841
1222,3,0.658,"(90, 154)","(114, 299)",80.53767779197439
1223,3,0.659,"(90, 154)","(112, 299)",81.02737338510362
1224,3,0.66,"(90, 156)","(113, 299)",80.53767779197439
1225,3,0.661,"(89, 155)","(119, 299)",77.98852161363456
1226,3,0.662,"(89, 156)","(116, 299)",78.92979742206063
1227,3,0.663,"(92, 174)","(117, 299)",78.69006752597979
1228,3,0.665,"(91, 168)","(117, 299)",78.69006752597979
1229,3,0.667,"(87, 152)","(115, 299)",79.04593735660167
1230,3,0.667,"(86, 152)","(119, 299)",77.09259132873416
1231,3,0.669,"(88, 163)","(119, 299)",77.12499844038753
1232,3,0.669,"(86, 152)","(118, 299)",77.66091272167381
1233,3,0.67,"(86, 152)","(112, 299)",79.69515353123397
1234,3,0.671,"(85, 152)","(119, 299)",76.70142966950571
1235,3,0.672,"(88, 167)","(118, 299)",77.0053832080835
1236,3,0.672,"(85, 152)","(119, 299)",76.86597769360368
1237,3,0.673,"(85, 153)","(115, 299)",78.27488798483492
1238,3,0.674,"(98, 219)","(114, 299)",78.69006752597979
1239,3,0.674,"(88, 171)","(117, 299)",77.12499844038753
1240,3,0.674,"(84, 152)","(119, 299)",76.46414363086575
1241,3,0.683,"(154, 269)","(116, 299)",38.659808254090095
1242,3,0.684,"(81, 152)","(114, 299)",77.24246783912332
1243,3,0.684,"(166, 263)","(115, 299)",35.53767779197438
1244,3,0.687,"(181, 252)","(114, 299)",35.180699361242105
1245,3,0.694,"(407, 222)","(112, 299)",14.676393137450017
1246,3,0.698,"(152, 271)","(114, 299)",36.86989764584402
1247,3,0.698,"(77, 193)","(116, 299)",69.59011716619602
1248,3,0.736,"(154, 270)","(116, 299)",37.47617956136138
1249,3,0.737,"(154, 270)","(115, 299)",36.86989764584402
1250,3,0.757,"(180, 264)","(119, 299)",30.068582821862453
1251,3,0.759,"(148, 276)","(116, 299)",35.706691400602885
1252,3,0.769,"(161, 267)","(115, 299)",34.99202019855866
1253,3,0.771,"(178, 266)","(119, 299)",29.577838681261326
1254,3,0.775,"(184, 262)","(119, 299)",29.875992691689433
1255,3,0.78,"(159, 269)","(116, 299)",34.902495615924714
1256,3,0.796,"(159, 269)","(114, 299)",33.690067525979785
1257,3,0.796,"(183, 255)","(113, 299)",32.34744349944203
1258,3,0.808,"(178, 257)","(113, 299)",32.94921511659045
1259,3,0.826,"(159, 269)","(114, 299)",34.28687697720896
1260,3,0.838,"(172, 261)","(113, 299)",33.146995832255996
1261,3,0.861,"(156, 269)","(117, 299)",37.568592028827496
1262,3,0.868,"(149, 274)","(116, 299)",37.14668669802178
1263,3,0.871,"(182, 252)","(116, 299)",35.65532809790031
1264,3,0.872,"(172, 261)","(112, 299)",32.57405713457251
1265,3,0.876,"(182, 254)","(113, 299)",33.231711067979354
1266,3,0.877,"(143, 280)","(113, 299)",32.34744349944203
1267,3,0.893,"(165, 265)","(114, 299)",34.01934998982646
1268,3,0.941,"(173, 260)","(112, 299)",32.96940390346213
1269,3,0.942,"(154, 272)","(115, 299)",34.69515353123397
1270,4,0.204,"(140, 226)","(142, 299)",87.83892051177362
1271,4,0.236,"(140, 220)","(142, 299)",88.36342295838328
1272,4,0.242,"(140, 220)","(142, 299)",88.26429541107161
1273,4,0.245,"(140, 220)","(142, 299)",88.23760897633949
1274,4,0.25,"(141, 221)","(142, 299)",88.91907581333932
1275,4,0.263,"(140, 221)","(143, 299)",87.7974018382342
1276,4,0.271,"(140, 226)","(142, 299)",88.29018595585848
1277,4,0.272,"(141, 240)","(142, 299)",88.72696997994329
1278,4,0.311,"(140, 220)","(142, 299)",88.40885972880542
1279,4,0.313,"(141, 221)","(142, 299)",89.13194855025446
1280,4,0.314,"(140, 220)","(142, 299)",88.53119928561418
1281,4,0.316,"(141, 221)","(142, 299)",89.04515874612783
1282,4,0.317,"(139, 220)","(142, 299)",87.51044707800085
1283,4,0.32,"(143, 227)","(138, 299)",86.72951207681645
1284,4,0.322,"(140, 220)","(142, 299)",88.49256424122504
1285,4,0.329,"(140, 220)","(142, 299)",88.05851360908562
1286,4,0.33,"(141, 220)","(142, 299)",89.11859600341786
1287,4,0.339,"(141, 255)","(142, 299)",88.09084756700362
1288,4,0.347,"(140, 227)","(142, 299)",88.02506598911803
1289,4,0.353,"(141, 229)","(142, 299)",88.72696997994329
1290,4,0.354,"(140, 227)","(142, 299)",88.26429541107161
1291,4,0.369,"(142, 226)","(140, 299)",88.66778014613037
1292,4,0.373,"(140, 224)","(142, 299)",88.36342295838328
1293,4,0.385,"(143, 219)","(139, 299)",87.33699923393286
1294,4,0.388,"(141, 228)","(142, 299)",88.99491399474583
1295,4,0.4,"(141, 246)","(142, 299)",88.66778014613037
1296,4,0.401,"(141, 250)","(142, 299)",88.15238973400541
1297,4,0.405,"(141, 223)","(142, 299)",88.78112476486871
1298,4,0.406,"(142, 227)","(140, 299)",88.66778014613037
1299,4,0.409,"(143, 228)","(141, 299)",89.10482628978893
1300,4,0.409,"(80, 198)","(139, 299)",59.53445508054013
1301,4,0.415,"(143, 226)","(141, 299)",89.04515874612783
1302,4,0.419,"(144, 225)","(142, 299)",88.93908830973577
1303,4,0.42,"(144, 229)","(142, 299)",88.45184230102204
1304,4,0.421,"(146, 225)","(141, 299)",86.58341180822866
1305,4,0.422,"(144, 229)","(141, 299)",88.15238973400541
1306,4,0.423,"(144, 248)","(141, 299)",87.70938995736148
1307,4,0.425,"(146, 226)","(141, 299)",86.53177074108285
1308,4,0.427,"(147, 220)","(141, 299)",85.97173633351487
1309,4,0.428,"(147, 227)","(141, 299)",85.46222749209335
1310,4,0.429,"(147, 221)","(142, 299)",86.72951207681645
1311,4,0.43,"(144, 257)","(142, 299)",88.56790381583535
1312,4,0.431,"(148, 221)","(142, 299)",86.13453883014826
1313,4,0.432,"(149, 220)","(141, 299)",84.36931724236474
1314,4,0.433,"(147, 236)","(142, 299)",86.12147549715229
1315,4,0.434,"(149, 231)","(141, 299)",83.3455749539934
1316,4,0.435,"(149, 221)","(142, 299)",85.30131948270056
1317,4,0.436,"(150, 221)","(141, 299)",83.418055344822
1318,4,0.437,"(150, 221)","(142, 299)",84.59620863975029
1319,4,0.438,"(146, 256)","(141, 299)",83.8298249049704
1320,4,0.44,"(151, 221)","(142, 299)",83.74596725608353
1321,4,0.441,"(146, 258)","(142, 299)",85.10090754621224
1322,4,0.442,"(151, 225)","(142, 299)",83.55839990066497
1323,4,0.443,"(152, 221)","(142, 299)",83.01894259317021
1324,4,0.445,"(152, 223)","(142, 299)",82.67359333983046
1325,4,0.446,"(154, 219)","(142, 299)",81.65610841596691
1326,4,0.447,"(154, 219)","(142, 299)",81.86989764584403
1327,4,0.448,"(150, 250)","(141, 299)",80.34010692155766
1328,4,0.45,"(153, 227)","(142, 299)",81.86989764584403
1329,4,0.45,"(150, 254)","(142, 299)",79.99202019855866
1330,4,0.454,"(155, 219)","(142, 299)",80.8376529542783
1331,4,0.457,"(151, 255)","(141, 299)",77.79953127261922
1332,4,0.459,"(156, 227)","(142, 299)",79.50852298766841
1333,4,0.462,"(159, 219)","(143, 299)",78.69006752597979
1334,4,0.464,"(153, 253)","(142, 299)",76.86597769360368
1335,4,0.465,"(153, 256)","(141, 299)",74.40718906073366
1336,4,0.469,"(109, 223)","(135, 299)",71.11391263029071
1337,4,0.471,"(156, 248)","(142, 299)",74.74488129694222
1338,4,0.472,"(161, 232)","(142, 299)",74.42745640318974
1339,4,0.473,"(167, 219)","(137, 299)",69.77514056883193
1340,4,0.474,"(157, 249)","(142, 299)",73.88658176691071
1341,4,0.475,"(166, 221)","(141, 299)",72.5528115767178
1342,4,0.476,"(164, 230)","(141, 299)",72.12130340415867
1343,4,0.477,"(160, 243)","(141, 299)",71.56505117707799
1344,4,0.477,"(155, 260)","(142, 299)",71.56505117707799
1345,4,0.478,"(154, 260)","(141, 299)",72.64597536373867
1346,4,0.479,"(167, 221)","(141, 299)",72.01266534793854
1347,4,0.48,"(92, 236)","(136, 299)",54.782407031807296
1348,4,0.48,"(164, 232)","(142, 299)",72.14968169778317
1349,4,0.482,"(162, 241)","(142, 299)",70.97439396243132
1350,4,0.482,"(168, 222)","(141, 299)",71.11391263029071
1351,4,0.483,"(169, 220)","(142, 299)",71.56505117707799
1352,4,0.484,"(153, 268)","(141, 299)",69.44395478041653
1353,4,0.485,"(167, 232)","(141, 299)",69.0265065786792
1354,4,0.486,"(161, 244)","(142, 299)",71.22196677755446
1355,4,0.487,"(166, 235)","(141, 299)",69.14554196042165
1356,4,0.488,"(165, 237)","(142, 299)",70.14478563067895
1357,4,0.489,"(113, 220)","(138, 299)",72.07208023799276
